Order	Family	Species	log10(rm)	log10(alpha)	log10(B)	log10(M)
Rodentia	Sciuridae	Xerus inauris	NA	-0.0253	0.2492	2.7462
Rodentia	Sciuridae	Xerus princeps	NA	NA	0.2869	2.7884
Rodentia	Thryonomyidae	Thryonomys swinderianus	NA	-0.0402	NA	3.5667
Scandentia	Tupaiidae	Ptilocercus lowii	NA	NA	-0.6198	1.7597
Scandentia	Tupaiidae	Tupaia glis	0.0212	-0.3224	-0.2823	2.1974
Scandentia	Tupaiidae	Urogale everetti	NA	NA	0.0969	2.416
Sirenia	Dugongidae	Dugong dugon	NA	0.9736	NA	5.6808
Sirenia	Trichechidae	Trichechus inunguis	NA	0.4771	1.7405	5.4528
Sirenia	Trichechidae	Trichechus manatus	-0.8861	0.6564	NA	5.4931
Tubulidentata	Orycteropodidae	Orycteropus afer	NA	0.3358	1.535	4.7297
Xenarthra	Bradypodidae	Bradypus tridactylus	-0.585	-0.0272	NA	3.4783
Xenarthra	Bradypodidae	Bradypus variegatus	NA	0.4939	0.5829	3.6326
Xenarthra	Dasypodidae	Cabassous centralis	NA	NA	0.6824	3.6087
Xenarthra	Dasypodidae	Chaetophractus nationi	NA	NA	0.4939	3.3324
Xenarthra	Dasypodidae	Chaetophractus vellerosus	NA	NA	0.2322	3.0453
Xenarthra	Dasypodidae	Chaetophractus villosus	NA	-0.1249	0.654	3.4812
Xenarthra	Dasypodidae	Dasypus novemcinctus	-0.158	0.1733	0.6679	3.5668
Xenarthra	Dasypodidae	Dasypus septemcinctus	NA	-0.1249	NA	3.1688
Xenarthra	Dasypodidae	Euphractus sexcinctus	-0.1024	-0.1249	0.8389	3.7382
Xenarthra	Dasypodidae	Priodontes maximus	-0.2291	-0.0567	1.2277	4.6498
Xenarthra	Dasypodidae	Tolypeutes matacus	-0.3665	-0.0969	0.0689	3.0469
Xenarthra	Dasypodidae	Zaedyus pichiy	NA	-0.058	0.3408	3.2083
Xenarthra	Megalonychidae	Choloepus didactylus	-0.8539	0.5106	NA	3.7006
Xenarthra	Megalonychidae	Choloepus hoffmanni	NA	0.3997	0.5901	3.6397
Xenarthra	Myrmecophagidae	Cyclopes didactylus	NA	NA	-0.1965	2.3802
Xenarthra	Myrmecophagidae	Myrmecophaga tridactyla	-0.4559	0.5119	1.1627	4.4573
Xenarthra	Myrmecophagidae	Tamandua mexicana	NA	NA	0.7097	3.5893
Xenarthra	Myrmecophagidae	Tamandua tetradactyla	-0.3188	0.1505	0.7003	3.6349
